"X..Population.25.Years.and.Over..Less.than.High.School","X..Population.25.Years.and.Over..High.School.Graduate..Includes.Equivalency.","X..Population.25.Years.and.Over..Some.College","X..Population.25.Years.and.Over..Bachelor.s.Degree","X..Population.25.Years.and.Over..Master.s.Degree","X..Population.25.Years.and.Over..Professional.School.Degree","X..Population.25.Years.and.Over..Doctorate.Degree","Vacant.Housing.Units.","X..Vacant.Housing.Units..for.Rent","X..Vacant.Housing.Units..for.Sale.Only","X..Vacant.Housing.Units..Other.Vacant","Average.Gross.Rent.for.Renter.Occupied.Housing.Units","Population.for.Whom.Poverty.Status.Is.Determined","Total.Population","Median.Age.","X..Total.Population..Not.Hispanic.or.Latino","X..Total.Population..Not.Hispanic.or.Latino..White.Alone","X..Total.Population..Not.Hispanic.or.Latino..Black.or.African.American.Alone","X..Total.Population..Not.Hispanic.or.Latino..American.Indian.and.Alaska.Native.Alone","X..Total.Population..Not.Hispanic.or.Latino..Asian.Alone","X..Total.Population..Not.Hispanic.or.Latino..Native.Hawaiian.and.Other.Pacific.Islander.Alone","X..Total.Population..Not.Hispanic.or.Latino..Some.Other.Race.Alone","X..Total.Population..Not.Hispanic.or.Latino..Two.or.More.Races","Civilian.Population.in.Labor.Force.16.Years.and.Over..Unemployed","X..Civilian.Population.in.Labor.Force.16.Years.and.Over..Employed","X..Civilian.Population.in.Labor.Force.16.Years.and.Over..Unemployed","Per.Capita.Income..In.2019.Inflation.Adjusted.Dollars.","Gini.Index","LG.li","meidan_income","GEOID","counts","LG.li.1","spatial"
5.43,5.34,7.05,40.05,26.03,12.44,3.67,361,6.37,9.7,83.93,2429.177719,2632,"2666","41.3","95.5","82.3","1.65","0","6.04","0","1.8","3.71","35","97.95","2.05","162230","0.586","3.36487571558107","159514",36061003700,"233","3.36487571558107","Cluster"
12.43,11.11,9.92,40.58,19.83,3.03,3.1,452,38.05,0,61.95,1951.058315,8526,"8927","31.1","88.88","59.65","14.15","0.04","14.43","0","0","0.6","265","95.49","4.51","60814","0.5259","2.40403849617901","67036",36061003800,"516","2.40403849617901","Cluster"
3.31,3.41,9.26,48.73,27.67,6.48,1.14,530,23.58,0,76.42,2067.352614,6909,"6931","37.7","91.95","77.62","3.45","0","6.93","0","0.87","3.09","168","95.74","4.26","158186","0.5718","3.72560508950186","207064",36061003900,"157","3.72560508950186","Cluster"
3.41,5.28,14.59,49.37,17.4,5.44,4.51,637,20.09,0,79.91,2091.411394,6567,"8105","30","90.3","69.03","3.06","0","13.21","0.12","0.42","4.45","195","96.36","3.64","73131","0.5256","3.0636417193184","87574",36061004000,"148","3.0636417193184","Cluster"
29.65,8.18,9.99,36.8,11.28,2.66,1.43,448,12.95,10.04,77.01,1624.371859,7621,"7997","34.7","94.8","34.03","0.69","0.55","57.12","0","0.74","1.68","91","98.29","1.71","60655","0.5638","3.01108318794262","85000",36061004100,"277","3.01108318794262","Cluster"
3.07,5.01,10.8,40.27,20.02,10.47,10.35,269,30.11,2.6,67.29,2527.355072,2768,"5384","21.8","90.25","59.49","5.72","0","22.29","0","0","2.75","201","93.01","6.99","73526","0.5565","1.86785908702152","148839",36061004200,"92","1.86785908702152","Cluster"
8.42,12.81,4.88,49.57,14.86,6.57,2.89,469,27.08,0,72.92,1960.529344,3956,"3968","35.9","82.23","54.69","0.5","0","24.8","0","0","2.24","70","97.21","2.79","78995","0.593","2.72903607899522","74877",36061004300,"223","2.72903607899522","Cluster"
2.95,6.36,11.23,44.81,20.96,10.23,3.46,294,44.22,0,55.78,2684.991964,16594,"16594","38.1","92.73","72.84","4.48","0","12.67","0","0","2.73","292","97.18","2.82","70866","0.4277","2.08362858867611","104520",36061004400,"138","2.08362858867611","Cluster"
15.59,14.27,10.44,37.12,15.85,5.28,1.45,119,16.81,0,83.19,1511.914894,980,"980","43.9","92.96","63.88","0.51","0","24.29","0","0","4.29","19","96.55","3.45","92866","0.5668","3.47720025656037","107708",36061004500,"155","3.47720025656037","Cluster"
1.12,5.62,6.64,54.83,19.06,9.3,3.42,397,18.14,0,81.86,1940.82774,2450,"2474","37.5","93.86","70.17","0.4","0","19.28","0","1.17","2.83","36","97.89","2.11","142026","0.6071","3.15579558330977","123707",36061004700,"346","3.15579558330977","Cluster"
1.91,3.56,11.51,46.66,23.96,9.18,3.22,898,33.52,5.01,61.47,2256.747159,5093,"6230","33.2","92.42","71.78","2.97","0","14.51","1.01","0.27","1.88","125","96.95","3.05","96621","0.4984","2.32078319383035","147500",36061004800,"266","2.32078319383035","Cluster"
1.87,7.39,11.77,41.11,25.61,7.95,4.3,421,13.54,10.21,76.25,2038.839075,4404,"4404","36.4","92.33","78.29","2.63","0","9.9","0","0","1.5","125","95.84","4.16","125315","0.6267","2.29523974580092","96287",36061004900,"500","2.29523974580092","Cluster"
0.76,4.75,7.17,43.91,21.59,16.35,5.47,686,18.51,6.41,75.07,2519.973805,4689,"4748","36.9","97.09","76.73","1.12","0","18.43","0","0","0.82","227","93.44","6.56","136720","0.5368","2.20181777798226","130938",36061005000,"351","2.20181777798226","Cluster"
1.35,1.35,5.39,50.1,23.34,14.15,4.33,386,10.36,18.39,71.24,2726.252159,2553,"3321","32.3","95.09","71.88","2.83","0.51","17.31","0","0.57","1.99","60","96.64","3.36","116547","0.5249","2.47904354013068","166094",36061005200,"457","2.47904354013068","Cluster"
3.35,6.21,5.56,43.5,24.01,11.99,5.39,269,14.5,0,85.5,2580.329095,4608,"4768","42.5","95.95","76.03","3.88","0","12.71","0","0.38","2.96","74","97.73","2.27","150168","0.491","3.86532392410076","173309",36061005400,"297","3.86532392410076","Cluster"
2.77,4.06,4.25,25.06,25.2,9.83,28.82,315,13.65,0,86.35,2553.231939,4223,"4727","38","96.49","65.64","4.48","0","19.7","0","0.42","6.24","63","97.68","2.32","89931","0.453","1.81874683447598","161004",36061005501,"141","1.81874683447598","Cluster"
4.49,8.45,12.94,44.6,21.06,7.65,0.8,173,15.61,0,84.39,2747.095761,1825,"1825","37.3","92.66","82.36","3.23","0","2.25","0","0","4.82","104","91.33","8.67","111215","0.474","2.24673596674167","126332",36061005502,"149","2.24673596674167","Cluster"
5.85,10.16,5.62,39.94,22.56,15.37,0.49,410,17.32,0,82.68,1691.053391,4245,"4250","36.6","91.67","74.35","4.61","0","10.75","0","0","1.95","72","97.16","2.84","139701","0.6043","3.97847123071084","145000",36061005600,"158","3.97847123071084","Cluster"
2.46,0.93,7.22,40.79,24.7,17.06,6.83,229,0,13.97,86.03,3212.938331,2756,"2756","37.6","99.02","86.14","2.07","0","6.06","0","2.36","2.39","90","94.85","5.15","158474","0.5186","0.986566999676605","183810",36061005700,"200","0.986566999676605","Uncluster"
2,1.76,4.84,53.1,26.17,9.34,2.79,57,0,0,100,2196.182153,4295,"4315","33.7","89.64","65.65","0","0","16.18","0","3.36","4.45","151","95.58","4.42","172631","0.5309","5.22309160342178","207708",36061005800,"329","5.22309160342178","Cluster"
0.29,6.57,10.08,28.83,22.55,17.23,14.44,581,17.38,0,82.62,2117.361111,4578,"5404","46.9","93.08","79.66","2.24","0","9.92","0","0","1.26","112","96.38","3.62","130959","0.6018","0.872343559111344","127917",36061005900,"152","0.872343559111344","Uncluster"
1.19,1.87,8.96,44.11,22.83,14.79,6.24,111,36.04,0,63.96,2675.456053,5741,"5741","39","89.76","70.25","4.39","0","11.2","0","1.18","2.73","94","97.19","2.81","98517","0.4384","0.427438713106231","169778",36061006000,"51","0.427438713106231","Uncluster"
0.83,1.24,9.28,48.53,24.01,10.42,5.69,605,21.32,0,78.68,2312.888889,3429,"4747","32","89.34","66.99","5.77","0","15.08","0","0","1.5","112","95.66","4.34","144042","0.5353","1.79999063330127","210726",36061006100,"158","1.79999063330127","Cluster"
18.58,7.39,9.88,22.96,16.76,11.77,12.66,230,31.74,0,68.26,2605.970149,3618,"4444","35.7","87.89","42.17","21.17","0.14","20.03","0","0","4.39","112","94.87","5.13","45152","0.4952","1.55822123439172","87500",36061006200,"116","1.55822123439172","Uncluster"
0.22,4.32,7.68,39.29,30.97,14.07,3.45,832,7.81,4.45,87.74,2276.587796,6189,"6393","43.7","95.31","83.83","1.05","0","6.8","0","0.25","3.38","87","97.9","2.1","141979","0.5335","3.15554361648328","156975",36061006300,"194","3.15554361648328","Cluster"
0.83,5.14,5.97,44.95,22.61,18.91,1.6,797,45.67,16.31,38.02,2535.877365,7280,"7643","34","93.72","72.65","1.33","0","15.94","0","1.27","2.53","147","97.36","2.64","95403","0.4857","2.60413223349399","111074",36061006400,"407","2.60413223349399","Cluster"
1.64,5.8,10.59,47.27,18.57,8.99,7.15,447,21.03,0,78.97,2349.064075,5369,"6337","30.1","92.9","76.36","2.59","0","12.59","0","0","1.36","212","94.92","5.08","81545","0.5063","2.94110585643189","106944",36061006500,"348","2.94110585643189","Cluster"
9.66,17.73,13.64,34.24,15.05,8.54,1.14,439,35.08,0,64.92,1852.536974,11525,"11839","34.1","83.75","51.04","11.63","0","18.3","0","0","2.78","188","97.57","2.43","74532","0.5366","3.17642031127027","80797",36061006600,"664","3.17642031127027","Cluster"
0.79,10.16,7.82,42.62,30.87,4.99,2.75,267,44.57,0,55.43,2382.906977,5431,"5431","36.1","92.63","83.45","1.01","0","4","0","1.14","3.04","146","96.62","3.38","115657","0.4828","3.62132515727539","107908",36061006700,"276","3.62132515727539","Cluster"
0,10.14,11.88,40.07,20.83,13.93,3.15,700,75.57,0,24.43,2300,6661,"7876","30.1","88.66","60.86","9.87","0","17.88","0","0","0.06","308","94.15","5.85","104331","0.5412","4.16901731577379","128491",36061006800,"223","4.16901731577379","Cluster"
0,5.04,10.32,48.36,21.22,10.61,4.45,242,3.72,0,96.28,2542.296073,2159,"2485","33.8","92.15","77.79","0.97","0","9.98","0","1.17","2.25","73","95.32","4.68","155502","0.4812","2.12508186434621","250001",36061006900,"128","2.12508186434621","Cluster"
1.25,5.05,8.88,35.54,30.25,13.31,5.72,1097,48.22,0,51.78,2639.84127,8139,"8301","33.9","94.12","66.22","8.06","0","18.41","0","0.78","0.65","119","97.87","2.13","92694","0.4561","2.04500666315131","109470",36061007000,"250","2.04500666315131","Cluster"
3.53,5.56,9.97,38.16,28,10.21,4.58,691,13.02,0,86.98,2325.542571,5315,"5530","40.1","96.08","82.35","3.45","0","6.18","0.09","0","4","121","96.74","3.26","122551","0.4663","4.00563616525844","160614",36061007100,"504","4.00563616525844","Cluster"
2.62,4.9,10.71,51.3,21.75,6.47,2.25,814,10.32,2.95,86.73,2515.691402,7410,"7642","31.3","96.07","68.11","1.48","0","25.71","0","0","0.77","189","96.52","3.48","88384","0.4296","2.56774098233829","123066",36061007200,"315","2.56774098233829","Cluster"
2.07,2.27,4.29,47.22,29.17,11.71,3.26,868,19.01,7.72,73.27,2319.391084,5759,"5759","36.3","92.43","87.45","0.97","0","4.01","0","0","0","303","92.79","7.21","121469","0.5419","2.84937105361089","119926",36061007300,"637","2.84937105361089","Cluster"
1.52,0.79,7.98,38.53,30.94,11.95,8.3,836,17.11,0,82.89,2636.656151,3932,"4528","32.9","93.55","70.36","2.3","0","15.79","0","3.27","1.83","89","97.27","2.73","130312","0.5277","2.85422033311701","156964",36061007400,"254","2.85422033311701","Cluster"
0.09,4.27,12.6,43.15,26.34,5.75,7.79,551,10.34,2.54,87.11,2542.136752,3603,"3603","41.8","93.26","77.21","2.44","0","5.11","0","0.89","7.6","132","94.93","5.07","130828","0.4932","1.76690025549081","137449",36061007500,"132","1.76690025549081","Cluster"
8.17,4.9,3.91,45.42,22.18,10.57,4.85,260,32.69,0,67.31,2484.920635,2092,"2092","31.6","92.59","50.33","2.72","0","38.1","0","0.43","1","89","94.33","5.67","87379","0.5068","6.87937558103325","100809",36061007600,"614","6.87937558103325","Cluster"
1.39,4.4,11.07,45.2,24.78,6.65,6.5,481,15.59,11.85,72.56,2247.519685,5971,"5971","39.5","92.46","82.08","1.29","0","4.09","0","0.18","4.82","169","96.23","3.77","140224","0.5322","3.44217962695345","139815",36061007700,"187","3.44217962695345","Cluster"
2.49,1.71,11.62,47.3,23.61,9.59,3.68,865,40.35,13.18,46.47,2712.946429,9422,"9422","30.9","89.26","59.15","3.4","0","22.48","0","0","4.23","304","95.66","4.34","99570","0.4782","0.560927477615287","133778",36061007800,"192","0.560927477615287","Uncluster"
1.4,6.45,11.03,44.8,25.31,8.44,2.57,418,8.61,0,91.39,2060.970996,4425,"4425","44","93.18","84.16","0.34","0","5.04","0","0.27","3.37","193","92.3","7.7","121359","0.6173","1.8959747091324","92788",36061007900,"211","1.8959747091324","Cluster"
0.92,4.65,7.67,52.75,19,9.96,5.05,849,0,0,100,2467.17441,4861,"4964","42.3","93.71","75.83","1.23","0.28","13.76","0","1.05","1.57","38","98.95","1.05","125291","0.5167","2.12706264212296","133960",36061008000,"172","2.12706264212296","Cluster"
2.17,6.28,7.94,41.1,26.57,11.97,3.97,873,10.31,6.64,83.05,2082.073012,7412,"7481","37","83.97","70.93","3.44","0","7.51","0","0","2.1","151","97.3","2.7","121391","0.494","3.60739461087729","137070",36061008100,"322","3.60739461087729","Cluster"
1.19,4.64,8.49,47.1,25.19,10.51,2.88,381,0,0,100,2844.405898,3241,"3241","43.2","89.73","61.96","2.38","0.49","20.86","0","1.79","2.25","37","98.49","1.51","141719","0.5153","3.45606770870257","141141",36061008200,"184","3.45606770870257","Cluster"
9.21,15.21,13.58,46.69,10.65,4.65,0,302,20.86,0,79.14,1848.453006,3686,"3686","38.3","67.53","45.63","7.79","0","11.12","0","0","2.98","175","92.87","7.13","82532","0.6085","3.46127883627671","80221",36061008300,"315","3.46127883627671","Cluster"
0.84,6.13,7.87,35.54,31.22,15.54,2.86,300,29,0,71,3393.524096,1746,"1746","31.5","91.81","52.58","1.83","0","36.03","0","0.34","1.03","48","96.42","3.58","101975","0.4541","7.76770230739754","158750",36061008400,"282","7.76770230739754","Cluster"
0,5.69,5.47,50.27,20.53,13.56,4.49,342,24.85,6.14,69.01,3175.078864,2915,"2915","30.5","96.16","67.68","2.13","0.38","24.08","0","0","1.89","51","97.67","2.33","114240","0.4553","-0.243967772436566","158125",36061008601,"54","-0.243967772436566","Uncluster"
0.92,5.65,7.13,38.66,26.55,13.59,7.5,911,16.58,8.34,75.08,2688.162762,4400,"4400","58","89.39","75.45","0.41","0.41","10.18","0","0","2.93","97","96.6","3.4","170518","0.5486","-0.500442869063258","170781",36061008603,"39","-0.500442869063258","Uncluster"
1.2,2.91,7.84,48.55,23.38,10.05,6.08,161,0,0,100,2662.848415,6556,"6556","36.6","89.55","74.19","1.8","0","9.52","0","1.17","2.87","119","97.71","2.29","153175","0.5007","4.22262675578664","177188",36061008700,"532","4.22262675578664","Cluster"
2.23,2.49,7.78,55.57,14.71,12.3,4.92,1357,11.57,6.48,81.95,2498.02336,7416,"7416","40.8","96.14","65.64","1.4","0","24.84","0","2.06","2.2","192","96.12","3.88","97524","0.4462","1.07114921239392","126788",36061008800,"153","1.07114921239392","Uncluster"
8.53,6.19,14.09,30.35,29.38,8.53,2.93,630,19.84,0,80.16,1896.698349,4988,"5413","40.1","76.39","61.59","3.1","0","9.85","0","0.96","0.89","341","91.08","8.92","93277","0.5464","4.54993376770277","106207",36061008900,"258","4.54993376770277","Cluster"
7,3.94,7.91,47.32,23.73,6.04,4.06,1106,34.09,0,65.91,2559.680107,7633,"7633","37","93.69","67.43","2.86","0","22.28","0","0","1.11","95","98.3","1.7","111831","0.485","1.23474949327445","135734",36061009000,"282","1.23474949327445","Uncluster"
4.62,3.33,8.21,54.78,19.06,5.31,4.69,756,12.83,0,87.17,2000.875857,6298,"6298","37.2","94.55","73.2","5.37","0","14.88","0","0","1.11","98","97.93","2.07","160427","0.5675","3.99605669732811","150349",36061009100,"450","3.99605669732811","Cluster"
1.71,5.36,10.64,40.43,26.36,9.29,6.21,372,6.18,0,93.82,2435.135135,1474,"1474","38.7","95.86","66.89","1.42","0","24.29","0","0","3.26","27","97.78","2.22","142678","0.4836","1.79978373109111","138971",36061009200,"556","1.79978373109111","Cluster"
9.56,14.81,15.95,29.55,21.44,4.87,3.82,626,28.59,0,71.41,1634.583064,9417,"9440","47.7","81.41","54.18","6.54","0","16.79","0","1.14","2.75","381","93.51","6.49","77053","0.5836","4.43533851176319","76933",36061009300,"347","4.43533851176319","Cluster"
0,0,14.75,52.46,18.03,14.75,0,12,0,0,100,2708.163265,71,"71","34.6","100","92.96","0","0","7.04","0","0","0","0","100","0","118718","0.3046","2.20589067911284","150893",36061009400,"109","2.20589067911284","Cluster"
2.22,5.66,5.89,42.25,33.31,8.27,2.39,213,2.35,0,97.65,2751.778656,2198,"3142","29.9","91.73","77.08","2.67","0.51","10.92","0","0","0.54","111","92.95","7.05","107415","0.5634","4.4038777196396","153264",36061009500,"424","4.4038777196396","Cluster"
2.26,0,13.56,62.15,11.3,10.73,0,124,15.32,0,84.68,2391.964286,177,"177","38.4","95.48","66.67","0","0","28.81","0","0","0","5","96.95","3.05","138136","0.4873","3.57884457332203","130500",36061009600,"295","3.57884457332203","Cluster"
14.07,18.03,13.48,25.52,20.92,5.1,2.86,96,57.29,0,42.71,987.856072,4945,"4968","55.4","76.77","47.81","8.94","0","19.34","0","0","0.68","165","94.16","5.84","58922","0.5877","3.87873298291377","61534",36061009700,"171","3.87873298291377","Cluster"
4.45,6.72,12.59,41.43,22.23,10.16,2.42,997,4.71,10.43,84.85,2242.807825,7302,"7302","41.6","90.17","75.46","2.1","0.14","10.83","0","0","1.64","73","98.44","1.56","121623","0.5139","1.60319861497057","129167",36061009800,"256","1.60319861497057","Uncluster"
4.88,5.23,9.99,47.35,21.7,9.49,1.36,383,16.71,11.75,71.54,2799.357602,5965,"5981","33","87.84","63.84","5.47","0","15.6","0","0.62","2.32","202","95.72","4.28","141485","0.5633","5.24064147398493","141672",36061009900,"490","5.24064147398493","Cluster"
2.62,2.37,8.06,54.92,18.73,11.25,2.05,188,13.83,0,86.17,2579.109589,1741,"1741","33.7","94.08","66.05","1.61","0","22.63","0","2.01","1.78","56","95.74","4.26","105276","0.5231","1.1541245226703","95879",36061010000,"287","1.1541245226703","Uncluster"
5.44,9,10.68,48.27,17.62,5.9,3.09,348,37.07,0,62.93,2780.34398,1373,"1373","32.3","80.34","40.93","5.68","0","31.32","0","0.87","1.53","63","93.94","6.06","103762","0.5077","8.89909657645753","133409",36061010100,"365","8.89909657645753","Cluster"
0,17.17,13.13,32.32,14.14,9.09,14.14,249,9.24,0,90.76,2006.451613,122,"122","39.7","88.52","54.92","5.74","22.95","1.64","0","0","3.28","0","100","0","47466","0.4974","1.80219112059345","NA",36061010200,"94","1.80219112059345","Cluster"
1.34,3.96,8.78,50.21,27.3,6.46,1.95,364,43.96,0,56.04,2722.54386,2065,"2065","34.7","94.29","60.63","5.96","0","23","1.02","0","3.68","7","99.53","0.47","85167","0.4518","8.56076772558828","96071",36061010300,"221","8.56076772558828","Cluster"
2.49,8.12,8.12,43.19,28.4,6.68,3.01,471,7.43,3.18,89.38,2525.416667,809,"811","51.4","91","63.01","1.48","0","19.24","1.97","4.07","1.23","23","96.29","3.71","170603","0.5653","2.03570790232065","125882",36061010400,"253","2.03570790232065","Cluster"
3.61,4.63,12.92,35.49,21.35,17.03,4.97,1284,16.9,6.07,77.02,2515.402299,7091,"7091","60.5","97.83","86.48","0","0.3","10.18","0","0","0.87","85","97.85","2.15","203155","0.5944","-0.317636151254871","173898",36061010601,"61","-0.317636151254871","Uncluster"
1.9,5.63,7.19,25.37,20.3,21.72,17.89,697,30.42,13.63,55.95,2936.850394,4853,"4859","36.6","92.26","73.04","3.52","0","13.32","0","0.47","1.91","29","99.05","0.95","101306","0.4632","-0.451330616517721","166513",36061010602,"121","-0.451330616517721","Uncluster"
2.87,2.47,7.15,40.77,26.48,14.07,6.19,1334,5.62,16.04,78.34,2435.859959,8535,"9046","38.1","93.43","80.84","1.11","0","10.14","0","0","1.35","123","98.01","1.99","136468","0.5322","0.685162391506649","163854",36061010800,"153","0.685162391506649","Uncluster"
8.21,8.21,0.75,29.85,37.31,8.96,6.72,18,50,0,50,2883.018868,172,"172","32.8","92.44","66.86","6.4","0","16.28","0","0","2.91","3","97.25","2.75","96049","0.349","10.0915840219551","167750",36061010900,"1593","10.0915840219551","Cluster"
0.79,6.12,10.4,39.92,28.03,11.61,3.13,1128,45.48,0,54.52,2555.097328,7498,"7499","35.4","87.53","68.44","3.52","0","14.18","0","0","1.4","235","95.41","4.59","110489","0.5025","0.555163358380169","149583",36061011000,"258","0.555163358380169","Uncluster"
5.97,9.05,14.76,41.48,16.68,8.41,3.65,324,47.22,0,52.78,2676.444444,4757,"4757","34.5","84.76","51.17","6.77","0","24.89","0","0","1.93","54","98.41","1.59","96323","0.5153","10.0859760129747","112917",36061011100,"920","10.0859760129747","Cluster"
1.36,12.21,13.16,35.82,22.93,9.23,5.29,503,25.84,2.39,71.77,2166.153846,843,"843","57.4","93.12","76.39","2.49","0","13.52","0","0","0.71","9","98.29","1.71","152037","0.5938","1.62775474124334","119750",36061011201,"307","1.62775474124334","Uncluster"
2.82,1.41,9.3,47.04,23.94,9.58,5.92,339,7.67,4.72,87.61,3071.666667,415,"415","60.4","92.77","82.17","0","0","10.6","0","0","0","5","97.99","2.01","185250","0.5767","1.49886004329833","141563",36061011202,"111","1.49886004329833","Uncluster"
0.43,3.51,8.93,48.14,25.72,7.23,6.06,609,6.4,3.78,89.82,2612.624585,1103,"1103","45.4","98.46","71.26","2.36","0","21.21","0","0","3.63","36","95.04","4.96","143799","0.5286","0.702273528276294","159792",36061011203,"82","0.702273528276294","Uncluster"
10.99,7.69,38.46,25.27,8.79,8.79,0,34,0,23.53,76.47,2378.571429,98,"98","43.4","100","15.31","38.78","0","33.67","0","0","12.24","3","94.44","5.56","49034","0.3829","11.9040936604847","95313",36061011300,"396","11.9040936604847","Cluster"
1.6,6.11,8.82,37.58,25.85,9.52,10.52,727,9.9,6.46,83.63,1860.165975,1169,"1173","61.3","93.09","84.91","0.6","0","4.35","0","0","3.24","36","93.61","6.39","258909","0.5642","1.29197736841762","250001",36061011401,"113","1.29197736841762","Uncluster"
2.78,2.59,7.89,43.15,24.61,15.46,3.53,832,0,10.58,89.42,2322.525597,1880,"1880","50.4","93.78","79.15","0.59","0","8.19","0","0","5.85","45","95.68","4.32","166679","0.5673","0.669086732077864","152171",36061011402,"373","0.669086732077864","Uncluster"
10.33,8.62,11.22,34.37,27.24,4.63,3.6,475,36.63,8,55.37,2418.554063,3663,"3663","33.9","76.41","32.84","5.79","0.85","34.21","0","0.22","2.51","131","95.07","4.93","91657","0.5351","12.8184054833116","110845",36061011500,"758","12.8184054833116","Cluster"
3.81,8.07,6.09,32.01,25.28,18.92,5.82,436,41.51,0,58.49,1883.103698,3419,"3540","34.2","91.24","70.82","1.72","0","16.5","0","0","2.2","65","97.16","2.84","86614","0.58","-0.0431529709499716","92426",36061011600,"80","-0.0431529709499716","Uncluster"
3.97,4.49,8.11,42.4,27.12,8.85,5.07,472,29.87,0,70.13,2733.015057,4191,"4191","35.4","83.23","53.73","9.19","0","19.3","0","0.38","0.62","54","98.42","1.58","117441","0.3907","6.99764248931603","159671",36061011700,"98","6.99764248931603","Cluster"
0.93,6.59,9.63,49.71,18.47,11.86,2.82,1182,5.58,11.68,82.74,2470.366944,8964,"8986","40.2","93.97","80.07","0.34","0","13.13","0","0","0.42","48","99.14","0.86","145766","0.5451","0.945640122555325","141667",36061011800,"166","0.945640122555325","Uncluster"
14.54,22.5,28.88,23.58,8.84,1.67,0,197,38.58,0,61.42,796.9989282,1071,"1071","61.3","81.61","33.33","41.18","0","7.1","0","0","0","46","89.1","10.9","24427","0.5519","7.4315346651271","17568",36061011900,"845","7.4315346651271","Cluster"
1.78,7.93,11.16,40.23,23.25,12.35,3.3,929,5.6,5.81,88.59,2116.161616,3144,"3144","55.7","94.5","84.45","6.52","0","3.53","0","0","0","21","98.71","1.29","176805","0.5495","1.16423290247276","199201",36061012000,"282","1.16423290247276","Uncluster"
10.12,7.22,18.3,37.73,17.27,6.81,2.54,920,45.43,10.54,44.02,1601.603691,7746,"7763","44.9","77.96","59.63","6.31","0","10.28","0","0","1.74","453","91.5","8.5","58760","0.4935","8.25099324818064","62209",36061012100,"770","8.25099324818064","Cluster"
0.5,3.47,10.74,37.41,30.74,13.75,3.38,1392,7.47,3.3,89.22,1594.906166,2473,"2473","66.3","91.51","89.49","0","0","0.81","0","0","1.21","12","98.88","1.12","230703","0.603","0.918355537807804","211705",36061012200,"86","0.918355537807804","Uncluster"
2.17,5.73,7.82,37.63,23.03,17.84,5.77,1378,33.53,7.47,59,2557.102205,9277,"9782","35.6","91.48","75.67","0.86","0.19","12.48","0.07","0.11","2.1","152","97.56","2.44","105542","0.5235","-0.280566205292584","128415",36061012400,"116","-0.280566205292584","Uncluster"
6.89,8.29,7.34,39.46,23.33,10.74,3.95,559,27.55,0,72.45,2707.552448,2286,"2311","36.3","86.24","53.57","2.64","0","28.04","0","0","1.99","81","95.36","4.64","110910","0.5438","6.47677606680305","120240",36061012500,"374","6.47677606680305","Cluster"
1.18,8.39,20.57,28.73,21.35,13.83,5.95,1180,8.9,0,91.1,2375.720976,12619,"12620","46.3","95.02","83.08","0.04","1.17","7.85","0.44","0","2.43","144","97.92","2.08","103445","0.542","0.556762191098564","101494",36061012600,"370","0.556762191098564","Uncluster"
3.85,10.56,9.53,49.04,20,6.03,0.98,651,53.92,0,46.08,2140.154052,6707,"6707","40.3","76.76","54.2","4.07","0","11.56","0","1.36","5.58","95","98.25","1.75","89033","0.5632","7.98039321763959","91143",36061012700,"387","7.98039321763959","Cluster"
0.81,7.83,11.66,33.26,27.02,14.14,5.28,1156,0,4.93,95.07,2122.59887,5378,"5384","56.3","89.67","84.1","0.22","0","2.88","0","0","2.47","53","97.95","2.05","158826","0.5585","0.296373482464732","174167",36061012800,"114","0.296373482464732","Uncluster"
3.6,6.85,11.59,42.33,25.11,8.69,1.82,996,58.84,0,41.16,2385.756677,8351,"8351","35.3","80.7","54.71","3.15","0.22","20.84","0","0","1.78","92","98.51","1.49","87103","0.5067","7.31659066110135","99798",36061012900,"800","7.31659066110135","Cluster"
0.7,4.83,9.51,27.86,32.86,19.34,4.9,971,25.44,0,74.56,1765.765766,3314,"3314","57.7","94.54","87.33","0.6","0","4.35","0","0.6","1.66","90","94.56","5.44","211519","0.573","0.225327085220785","196964",36061013000,"67","0.225327085220785","Uncluster"
7.32,6.82,8.51,41.28,22.23,9.95,3.9,553,27.85,1.63,70.52,2447.229381,2788,"2788","36.8","85.15","58.29","2.22","0","24.32","0","0","0.32","52","97.46","2.54","99357","0.5044","3.89783219223703","119345",36061013100,"231","3.89783219223703","Cluster"
0.68,8.38,16.64,48.52,17.2,3.94,4.64,907,17.75,20.07,62.18,2133.615367,10999,"10999","35.9","66.11","55.69","0","1.07","5","0","0","4.35","0","100","0","78016","0.4545","1.03022233527264","108275",36061013200,"125","1.03022233527264","Uncluster"
7.35,8.32,9.74,45.39,22.14,5.09,1.97,866,33.83,6.12,60.05,2072.285309,6220,"6228","35.2","77.83","41.65","4.64","0.26","26.81","0","0.43","4.03","152","96.67","3.33","100405","0.6213","5.522017468479","81239",36061013300,"578","5.522017468479","Cluster"
0.12,7.62,10.63,37.3,32.65,8.48,3.2,949,16.02,0,83.98,2063.576802,11360,"11360","44","96.6","81.88","4.71","0","9.45","0","0","0.57","4","99.94","0.06","122042","0.5732","1.18986414934553","107295",36061013400,"161","1.18986414934553","Uncluster"
8.45,18.47,11.91,32.74,17.75,9,1.69,537,47.67,0,52.33,1686.836518,9610,"9705","36.2","68.83","40.42","9.45","0","17.24","0","0","1.72","479","92.03","7.97","72429","0.5879","5.43522123226772","76489",36061013500,"337","5.43522123226772","Cluster"
