"X..Population.25.Years.and.Over..Less.than.High.School","X..Population.25.Years.and.Over..High.School.Graduate..Includes.Equivalency.","X..Population.25.Years.and.Over..Some.College","X..Population.25.Years.and.Over..Bachelor.s.Degree","X..Population.25.Years.and.Over..Master.s.Degree","X..Population.25.Years.and.Over..Professional.School.Degree","X..Population.25.Years.and.Over..Doctorate.Degree","Vacant.Housing.Units.","X..Vacant.Housing.Units..for.Rent","X..Vacant.Housing.Units..for.Sale.Only","X..Vacant.Housing.Units..Other.Vacant","Average.Gross.Rent.for.Renter.Occupied.Housing.Units","Population.for.Whom.Poverty.Status.Is.Determined","Total.Population","Median.Age.","X..Total.Population..Not.Hispanic.or.Latino","X..Total.Population..Not.Hispanic.or.Latino..White.Alone","X..Total.Population..Not.Hispanic.or.Latino..Black.or.African.American.Alone","X..Total.Population..Not.Hispanic.or.Latino..American.Indian.and.Alaska.Native.Alone","X..Total.Population..Not.Hispanic.or.Latino..Asian.Alone","X..Total.Population..Not.Hispanic.or.Latino..Native.Hawaiian.and.Other.Pacific.Islander.Alone","X..Total.Population..Not.Hispanic.or.Latino..Some.Other.Race.Alone","X..Total.Population..Not.Hispanic.or.Latino..Two.or.More.Races","Civilian.Population.in.Labor.Force.16.Years.and.Over..Unemployed","X..Civilian.Population.in.Labor.Force.16.Years.and.Over..Employed","X..Civilian.Population.in.Labor.Force.16.Years.and.Over..Unemployed","Per.Capita.Income..In.2019.Inflation.Adjusted.Dollars.","Gini.Index","LG.li","meidan_income","GEOID","counts","LG.li.1","spatial"
11.36,44.71,17.92,16.75,7.29,1.96,0,90,16.67,0,83.33,1520.056497,2800,"2800","41.4","75.86","72.93","0","0","2.93","0","0","0","67","95.08","4.92","37189","0.4537","-1.87958442876134","86563",36081066701,"43","-1.87958442876134","Uncluster"
5.59,33.57,27.36,16.08,14.6,1.84,0.96,137,16.06,0,83.94,1605.747126,1636,"1642","38.5","91.29","84.77","0","0","6.52","0","0","0","41","95.1","4.9","36549","0.4175","-1.89136998759591","70875",36081066900,"26","-1.89136998759591","Uncluster"
14.79,27.29,18.19,25.2,11.03,1.83,1.67,7,0,0,100,1610.526316,2429,"2455","46.7","94.13","67.09","0","0","26.44","0","0","0.61","61","95.14","4.86","45130","0.4166","-2.08294878441944","108438",36081067100,"47","-2.08294878441944","Uncluster"
11.93,21.88,26.75,25.26,12.28,1.91,0,37,0,0,100,1601.834862,1883,"1883","45.3","93.95","80.46","0","0","13.49","0","0","0","45","94.93","5.07","45998","0.397","-2.05566419967192","101000",36081067700,"33","-2.05566419967192","Uncluster"
11.5,31.62,29.31,20.53,3.85,2.24,0.95,64,0,0,100,1286.423584,3964,"4344","40.6","57.97","44.18","1.1","0","7.14","0","0","5.55","119","94.65","5.35","29160","0.4757","-2.3754807833375","48640",36081067900,"49","-2.3754807833375","Uncluster"
17.77,25.46,30.92,15.65,8.49,0.33,1.38,31,32.26,0,67.74,1769.885057,5294,"5299","39.4","96.13","0.26","94.51","0","0.94","0","0","0.42","140","94.78","5.22","34790","0.3527","-0.520939749166816","101458",36081068000,"156","-0.520939749166816","Uncluster"
7.59,37.13,28.18,21.95,4.07,1.08,0,37,48.65,0,51.35,1425,975,"994","43","89.13","1.01","84.21","0","2.41","0","0.5","1.01","22","95.99","4.01","33128","0.3545","-0.930408616661858","89000",36081068200,"55","-0.930408616661858","Uncluster"
18.92,27.82,19.39,23.86,7.96,1.45,0.6,61,0,0,100,1353.333333,3953,"3970","47.5","63.85","11.54","8.41","0","41.26","0","0.63","2.02","78","96.29","3.71","32629","0.4795","0.947345254049313","51491",36081068300,"570","0.947345254049313","Uncluster"
12.38,24.08,21.26,31.24,9.16,1.26,0.63,170,32.94,0,67.06,1556.004141,4188,"4188","49.3","80.28","36.17","2.46","0","40.26","0","0.29","1.1","123","94.97","5.03","30672","0.4051","-0.326392101628377","60855",36081068700,"85","-0.326392101628377","Uncluster"
7.34,36.82,32.96,16.83,5.04,0.47,0.55,113,14.16,30.09,55.75,1875.27115,3741,"3752","35.3","99.41","3.04","88.3","0","0.53","1.52","3.6","2.43","103","94.67","5.33","29820","0.3736","-0.0401420954913722","96875",36081069000,"67","-0.0401420954913722","Uncluster"
9.76,23.28,14.89,27.96,20.71,3.25,0.14,76,22.37,0,77.63,1657.157464,3151,"3151","40.2","82.2","32.43","12.28","0","35.2","0","0.95","1.33","73","95.53","4.47","31034","0.4303","-0.883704707239963","62476",36081069300,"233","-0.883704707239963","Uncluster"
9.34,29.06,30.74,22.07,7.87,0,0.92,44,0,0,100,1750,3427,"3455","38.2","89.03","3.59","80.64","0","1.85","0","0","2.95","81","95.68","4.32","31162","0.434","0.10506666485541","82332",36081069400,"79","0.10506666485541","Uncluster"
9.07,23.15,22.7,28.99,11.52,2.39,2.17,114,22.81,0,77.19,1663.764706,2196,"2211","47.7","82.23","46.04","0.81","0","33.92","0","0","1.45","60","95.11","4.89","39864","0.4832","-1.13709422218327","73984",36081069500,"35","-1.13709422218327","Uncluster"
9.35,15.92,18.36,36.77,12.69,4.38,2.53,50,0,52,48,1585.16624,4322,"4322","37.5","76.82","39.1","7.64","0","27.97","0","0","2.11","57","97.49","2.51","38627","0.394","-0.205769353790037","86875",36081069701,"65","-0.205769353790037","Uncluster"
9.34,17.15,13.57,36.12,15.32,3.68,4.82,128,0,0,100,1950.44843,3518,"3518","46.2","86.1","41.67","0.4","0","43.43","0","0","0.6","27","98.52","1.48","46938","0.4655","-1.29148707410629","87168",36081069702,"44","-1.29148707410629","Uncluster"
12.66,24.56,23.42,23.1,10.57,3.1,2.59,57,0,0,100,1452.232143,2103,"2103","43.2","76.75","45.55","2.81","0","27.44","0","0.43","0.52","35","96.78","3.22","41274","0.4715","-1.20724366837181","68846",36081070300,"53","-1.20724366837181","Uncluster"
6.97,12.36,20.92,26.1,25.59,3.59,4.46,51,0,0,100,1426.778243,2538,"2547","50.7","83.67","48.14","0","0","31.45","0","0.79","3.3","28","97.72","2.28","56594","0.4588","-1.96835352847986","112738",36081070700,"26","-1.96835352847986","Uncluster"
6.79,17.95,17.95,29.5,15.69,7.36,4.76,64,0,14.06,85.94,1823.593074,2858,"2869","38.9","91.7","44.86","2.09","0","36.21","0","0.31","8.23","108","93.16","6.84","44894","0.3977","-1.06638086917584","97026",36081070900,"27","-1.06638086917584","Uncluster"
4.4,19.97,16.01,34.08,17.29,4.82,3.43,222,0,18.47,81.53,1676.135425,6355,"6448","41.8","83.82","50.26","1.66","0","27.71","0","0.88","3.3","67","98.11","1.89","53566","0.4574","-1.00730372758404","95368",36081071100,"365","-1.00730372758404","Uncluster"
5.54,8.73,15.25,38.51,15.18,8.8,7.99,148,0,27.03,72.97,1848.96789,5431,"5431","43.9","84.64","58.55","1.69","0","18.8","0","0","5.6","29","99.1","0.9","50364","0.3617","-0.26306698175983","95045",36081071303,"94","-0.26306698175983","Uncluster"
7.52,17.63,19.5,26.26,22.53,4.79,1.77,207,52.17,0,47.83,1558.170254,6054,"6054","45.7","87.81","55.73","1.75","0","25.9","0","0","4.43","46","98.54","1.46","40333","0.4871","-1.30533811911511","55363",36081071304,"69","-1.30533811911511","Uncluster"
7.9,8.94,14.39,33.14,24.95,7.77,2.92,143,46.15,0,53.85,2037.005076,4862,"4862","38.2","81.2","49.32","2.8","0","27.79","0","0.97","0.33","93","96.43","3.57","45609","0.4175","0.318039513364025","81746",36081071305,"51","0.318039513364025","Uncluster"
5.18,14.34,21.41,33.27,17.84,3.81,4.15,32,0,100,0,1678.187919,6361,"6361","36.8","82.09","46.01","2.04","0","26.02","0","0","8.02","187","95.31","4.69","50393","0.4559","-0.473158284315738","82205",36081071306,"166","-0.473158284315738","Uncluster"
8.97,20.69,19.67,28.61,16.22,2.99,2.86,283,36.4,33.92,29.68,1635.168447,4805,"4805","46.7","87.78","44.87","4.97","0","35.34","0","0","2.6","48","98.11","1.89","42113","0.4665","-1.01204720764463","58941",36081071701,"63","-1.01204720764463","Uncluster"
4.29,15.96,22.05,31.46,18.02,5.16,3.06,137,43.07,6.57,50.36,1640.924464,3915,"3915","45.4","91.44","30.27","8.74","0","46.39","0","1.12","4.93","111","94.88","5.12","42837","0.4948","0.237387944070992","59667",36081071702,"116","0.237387944070992","Uncluster"
15.8,19.27,24.62,24.46,8.41,4.89,2.55,81,23.46,0,76.54,1484.670487,2438,"2438","47.1","82.77","46.06","5.29","0","26.58","0","0","4.84","74","94.05","5.95","29427","0.4954","-1.28382858267588","45924",36081071900,"67","-1.28382858267588","Uncluster"
12.38,19.23,24.89,21.61,14.23,7.44,0.22,358,33.8,0,66.2,1343.319415,4531,"4579","47.4","86.33","56.54","0.72","0","20.97","0","1.51","6.6","170","92.33","7.67","40498","0.5197","-1.67368001320664","63561",36081072100,"61","-1.67368001320664","Uncluster"
4.49,9.16,13.33,35.06,21.67,10.36,5.94,68,0,0,100,2726.470588,2050,"2050","49.2","92.05","54.15","3.51","0","32.83","0","0","1.56","70","93.83","6.17","81268","0.5396","-1.37317764936396","118438",36081072300,"20","-1.37317764936396","Uncluster"
4.02,15.9,26.87,25.05,20.57,3.38,4.2,53,0,0,100,1211.864407,1428,"1437","44.4","91.58","44.89","3.13","0","40.01","0","0","3.55","44","94.42","5.58","45230","0.376","-1.93753656402267","128867",36081072900,"43","-1.93753656402267","Uncluster"
10.92,14.59,16.24,31.01,19.08,4.22,3.94,59,44.07,28.81,27.12,1617.532468,1507,"1507","40.6","95.22","62.57","0","0","30.46","0","0.4","1.79","30","95.79","4.21","48916","0.431","-2.15116024628824","95536",36081073100,"33","-2.15116024628824","Uncluster"
3.01,10.54,13.93,41.28,19.7,7.9,3.64,123,0,36.59,63.41,1958.986928,1929,"1930","39.4","87.41","52.85","1.55","0","29.33","0","0.52","3.16","33","96.89","3.11","57431","0.4189","-0.742628521593796","83634",36081073700,"127","-0.742628521593796","Uncluster"
5.68,9.44,14.89,36.16,24.24,6.51,3.09,218,0,0,100,1906.463878,5266,"5425","44.8","86.08","46.23","4.06","0","31.19","0","0","4.61","156","94.82","5.18","64373","0.4404","-0.407675280921689","97716",36081073900,"170","-0.407675280921689","Uncluster"
6.14,14.17,10,34.67,26.68,4.33,4.01,78,0,30.77,69.23,1651.65692,3051,"3060","46","87.61","54.02","4.35","1.18","23.76","0","0","4.31","75","95.5","4.5","52017","0.463","-1.50337200368088","78750",36081074100,"35","-1.50337200368088","Uncluster"
8.29,18.8,18.54,32.96,13.97,4.86,2.58,259,18.15,0,81.85,1275.14518,4082,"4082","41.7","84.59","51.05","2.77","0.42","26.07","0","0","4.29","139","93.33","6.67","40151","0.4549","-1.72824918270168","69138",36081074300,"80","-1.72824918270168","Uncluster"
10.1,32.69,20.16,24.26,12.53,0,0.25,118,0,0,100,1286.306002,4014,"4014","39.9","83.98","60.71","4.24","0","16.57","0","0.25","2.22","103","94.13","5.87","26628","0.5225","-1.06428516167088","44006",36081074500,"58","-1.06428516167088","Uncluster"
12.19,17.99,22.57,24.49,17.87,1.88,3.02,74,0,0,100,1771.927162,3705,"3705","39.5","72.77","24.32","1.59","0","42.65","0","0","4.21","107","93.99","6.01","34471","0.3849","-1.19012923693885","86034",36081074700,"43","-1.19012923693885","Uncluster"
1.61,6.9,4.25,41.49,25.71,9.45,10.59,61,0,0,100,2675.177305,1429,"1429","41.7","95.03","69.56","0","0","21.48","0","0","3.99","26","96.15","3.85","85461","0.4576","-1.76172884041562","163750",36081074900,"17","-1.76172884041562","Uncluster"
0.98,11.59,17.37,32.43,26.46,8.85,2.33,189,0,21.69,78.31,1814.273577,5022,"5022","46.1","87.3","44.4","1.87","0","36.38","0","0","4.64","62","97.9","2.1","62118","0.4661","-0.612636854044794","96179",36081075701,"91","-0.612636854044794","Uncluster"
4.06,12.95,15.47,29.44,27.11,8.12,2.85,270,0,50.74,49.26,1886.981402,4729,"4898","42","92.94","50.16","0.88","0","35.73","0","0.22","5.94","126","94.83","5.17","52321","0.4141","-1.00301723022763","108990",36081075702,"55","-1.00301723022763","Uncluster"
6.49,9.94,19.61,35.83,20.22,6.26,1.65,263,29.28,13.69,57.03,1861.744301,4407,"4407","41.4","81.23","46.34","3.86","0","26.39","0","0","4.65","75","97.15","2.85","63721","0.4886","-1.4199333750547","88971",36081076901,"60","-1.4199333750547","Uncluster"
3.74,17.14,26.26,27.36,16.7,6.26,2.53,112,18.75,0,81.25,1599.157895,1186,"1186","39.1","74.11","41.82","0.25","0","29.68","0","0","2.36","40","94.31","5.69","46907","0.5064","-0.786473846854739","65000",36081076902,"134","-0.786473846854739","Uncluster"
3.99,18.03,14.52,34.12,22.63,3.57,3.15,136,22.79,17.65,59.56,1434.968017,2093,"2093","46","77.16","55.09","2.44","0","15.67","0","0.67","3.3","40","96.83","3.17","58822","0.5106","-1.83516259782611","73500",36081077300,"42","-1.83516259782611","Uncluster"
3.76,9.45,33.76,23.82,21.15,5.21,2.85,167,0,50.9,49.1,1458.347979,2234,"2234","45.8","82.01","68.76","3.09","0","7.25","0","1.39","1.52","42","96.31","3.69","49010","0.4577","-1.77652486469872","86319",36081077500,"58","-1.77652486469872","Uncluster"
7.76,15.93,13.72,29.92,19.95,7.7,5.02,197,0,11.68,88.32,1800.744879,4829,"4829","30.3","98.61","80.93","1.62","0","11.47","0","0","4.6","127","94.26","5.74","36835","0.4473","-0.95609543434685","84375",36081077902,"70","-0.95609543434685","Uncluster"
8.21,22.12,29.4,24.68,8.87,5.47,1.24,71,0,0,100,1433.73913,3164,"3166","38.6","76.41","56.79","0.98","0","14.75","0","1.33","2.56","167","90.36","9.64","37611","0.4582","-1.18423645752156","80325",36081077903,"25","-1.18423645752156","Uncluster"
11.02,24.97,24.04,22.66,14.35,1.01,1.95,208,47.12,13.46,39.42,1638.854806,5700,"5781","36.8","91.01","55.63","1.16","1.63","28.3","0","0.43","3.86","185","93.39","6.61","32135","0.4155","-1.81992298280436","78348",36081077904,"103","-1.81992298280436","Uncluster"
6.58,19.65,17.99,31.57,14.15,5.75,4.3,113,0,0,100,1541.694915,2497,"2626","45.9","70.91","34.08","16.41","0","16.91","0","0","3.5","150","90.84","9.16","46951","0.4335","-1.56224157409731","82355",36081077905,"32","-1.56224157409731","Uncluster"
11.84,30.95,15.12,21.8,16.88,2.52,0.88,171,0,15.2,84.8,1508.428246,3369,"3388","44.6","94.36","49.88","2.74","0","39.37","0","0","2.36","73","95.28","4.72","29446","0.4145","-0.294426765511336","64614",36081077906,"82","-0.294426765511336","Uncluster"
6.08,26.6,21.15,26.28,12.86,5.45,1.58,116,59.48,0,40.52,1705.766526,3330,"3500","22.7","87.8","74.86","7.34","2.23","2.86","0","0","0.51","49","96.33","3.67","26707","0.4947","-1.48182181809452","57827",36081077907,"43","-1.48182181809452","Uncluster"
13.72,28.77,28.54,18.8,6.41,1.76,1.99,253,62.45,0,37.55,1539.089347,3494,"3760","29.7","74.71","26.04","20.9","0","17.9","0","0","9.87","149","91.95","8.05","22387","0.4101","-0.344515390558269","51500",36081077908,"71","-0.344515390558269","Uncluster"
8.65,41.24,31.72,12.55,4.18,0.65,1.01,23,0,0,100,1501.840491,1842,"1865","43.1","92.71","4.56","73.51","0","3","0","10.51","1.13","188","83.38","16.62","35794","0.4412","0.241816161461714","93807",36081078800,"65","0.241816161461714","Uncluster"
16.03,30.11,28.32,20.17,4.58,0.39,0.39,55,16.36,20,63.64,1538.218391,2621,"2633","36.3","84.09","0.34","59.06","0","7.25","0","11.81","5.62","104","92.83","7.17","27804","0.3764","-1.0215784377409","75000",36081079000,"83","-1.0215784377409","Uncluster"
18.31,33.69,22.35,15.07,9.78,0.5,0.31,73,19.18,0,80.82,1436.756757,2397,"2414","39.4","90.02","0.29","42.21","0","19.14","0","17.61","10.77","111","91.4","8.6","31104","0.4086","-0.553709059871932","81438",36081079200,"108","-0.553709059871932","Uncluster"
23.57,20.8,19.16,20.4,10.97,3.61,1.49,263,5.32,18.63,76.05,1202.854378,6674,"6676","44.8","93.92","6.46","3.06","0","79.45","0","2.37","2.59","31","98.67","1.33","21399","0.5263","-1.04340610553891","32017",36081079701,"53","-1.04340610553891","Uncluster"
35.95,24.25,20.6,14.42,3.37,0.51,0.9,238,15.97,10.08,73.95,1212.72242,4496,"4502","38.7","89.36","9.02","0.42","0","78.14","0","0","1.78","56","97.24","2.76","18185","0.4518","-0.415866220563104","39553",36081079702,"85","-0.415866220563104","Uncluster"
27.95,34.9,16.88,11.11,5.19,1.53,2.44,125,44,0,56,1475.836431,3088,"3101","40","79.36","7.03","0","0","71.14","0","1.19","0","122","91.71","8.29","21452","0.5034","-0.905160273211734","46597",36081079900,"68","-0.905160273211734","Uncluster"
27.07,36.24,19.99,13.04,1.66,1.8,0.21,102,47.06,0,52.94,1547.460087,3849,"3859","36.1","79.94","12.85","2.72","0","62.53","0","0","1.84","25","98.59","1.41","22450","0.4329","-0.798259405689311","58298",36081080301,"76","-0.798259405689311","Uncluster"
25.88,32.35,10.96,18.75,9.76,1.94,0.35,25,0,100,0,1260.430108,3476,"3476","44.1","84.78","18.3","0.95","0","65.54","0","0","0","98","94.18","5.82","29928","0.4609","-0.303541679583804","66629",36081080302,"57","-0.303541679583804","Uncluster"
7.13,21.1,28.31,30.69,8.22,2.44,2.11,218,5.96,21.1,72.94,1309.772952,6750,"7240","42.2","82.78","42.69","7.76","0","29.99","0","0","2.33","70","98.04","1.96","31417","0.4265","-0.224868563113302","70110",36081080900,"151","-0.224868563113302","Uncluster"
24.19,32.26,22.49,12.9,6.71,0.64,0.82,137,14.6,14.6,70.8,1835.33123,4090,"4117","36.6","78.58","0","42.87","0","29.22","0","6.34","0.15","146","93.49","6.51","27611","0.3891","-0.625198319660891","91189",36081081400,"106","-0.625198319660891","Uncluster"
17.36,36.42,28.01,15.83,1.56,0.82,0,114,14.04,14.04,71.93,1690.330789,3856,"3909","38.2","78.36","5.27","34.77","0","25.74","0","8.29","4.3","97","94.63","5.37","26662","0.4398","-1.07449648357809","69262",36081081800,"117","-1.07449648357809","Uncluster"
36.52,26.78,15.06,15.11,3.52,2.62,0.38,68,77.94,11.76,10.29,1282.700422,5271,"5283","41.6","90.29","6.44","0.04","0","82.07","0","0.11","1.63","71","97.36","2.64","23668","0.4489","-1.39509025101322","53707",36081083700,"118","-1.39509025101322","Uncluster"
20.72,27.17,28.2,17.76,5.67,0.34,0.13,198,12.12,26.77,61.11,1410.973085,5260,"5260","42.4","66.46","8.37","11.14","1.43","39.9","0","1.44","4.18","103","96.6","3.4","33886","0.371","-0.798454510635682","98484",36081083800,"105","-0.798454510635682","Uncluster"
25.01,37.75,16.9,16.12,3.31,0.91,0,154,0,0,100,1439.849624,6008,"6027","41.9","75.68","6.92","19.93","0.32","38.16","0","6.24","4.11","267","92.01","7.99","28637","0.4197","-1.08908367171959","72418",36081084000,"157","-1.08908367171959","Uncluster"
36.78,28.08,17.93,11.53,2.55,2.43,0.71,236,37.29,0,62.71,1170.16129,4854,"4863","47.8","77.52","5.51","10.03","2.3","59.68","0","0","0","0","100","0","23037","0.4895","-1.52307127401552","34043",36081084500,"54","-1.52307127401552","Uncluster"
22.78,32.8,19.65,18.64,4.4,0.93,0.8,52,0,0,100,1337.090909,3257,"3268","39.6","74.91","12.45","8.81","0.31","38.59","0","10.16","4.59","157","91.26","8.74","33183","0.3999","-1.04369597255469","94297",36081084601,"53","-1.04369597255469","Uncluster"
22,36.57,24.73,11.84,4.1,0.76,0,24,50,0,50,2137.681159,921,"925","43.3","79.89","10.27","30.38","0","28.22","0","2.7","8.32","73","85.85","14.15","22872","0.4871","-0.833524417502875","65893",36081084602,"81","-0.833524417502875","Uncluster"
38.25,31.87,18.35,7.34,3.1,0.22,0.86,294,21.09,0,78.91,1473.854697,6909,"6909","37.9","80.94","0.74","6.31","1.49","72.04","0","0.36","0","147","95.76","4.24","17497","0.4683","2.71559748975646","33088",36081084900,"224","2.71559748975646","Cluster"
27.39,35.4,20.52,9.67,4.69,1.3,1.02,231,0,0,100,1228.470588,5562,"5563","48.2","95.9","2.91","0.43","0","91.61","0","0","0.95","122","95.52","4.48","24230","0.5354","1.59831702563389","34525",36081085300,"187","1.59831702563389","Uncluster"
30.73,34.79,18.78,11.47,3.41,0.7,0.12,129,17.83,0,82.17,1289.941061,6753,"6772","42.2","75.9","7.87","2.72","0","62.21","0.38","0.75","1.96","72","97.86","2.14","19353","0.4192","1.86822328063272","38270",36081085500,"96","1.86822328063272","Cluster"
27.77,30.19,22.81,12.4,5.15,0.95,0.74,178,24.72,8.99,66.29,1306.05428,4853,"5171","45.4","86.95","6.9","1.74","0","77.01","0","0","1.3","79","97.02","2.98","25731","0.5229","-1.21529898944829","42841",36081085700,"67","-1.21529898944829","Uncluster"
32.97,24.54,23.02,9.46,6.33,1.74,1.96,258,26.36,0,73.64,1201.998183,5480,"5492","45.1","86.09","9.6","0.56","2.04","72.09","0","0","1.8","70","97.52","2.48","26841","0.4823","-1.69101548740818","58609",36081085900,"100","-1.69101548740818","Uncluster"
28.63,29.76,20.65,13.99,4.7,0.89,1.37,113,12.39,0,87.61,1031.590909,2020,"2032","49.4","81.25","7.73","0","0","72.64","0","0.25","0.64","26","97.45","2.55","25047","0.4663","-2.05926164116351","48990",36081086100,"27","-2.05926164116351","Uncluster"
29.58,37.55,15.27,11.79,3.54,1.49,0.79,353,17.28,11.61,71.1,1337.27422,6613,"6613","43.1","79.68","7.68","3.36","0","68.64","0","0","0","61","98.12","1.88","21588","0.4686","-1.04886302248842","42743",36081086300,"71","-1.04886302248842","Uncluster"
19.41,32.21,26.5,17.26,3.99,0.63,0,59,20.34,18.64,61.02,1530.909091,2727,"2727","35.6","60.14","13.38","7.77","0","31.57","0","4.11","3.3","47","96.64","3.36","25351","0.3766","-0.712439395851914","75741",36081086400,"68","-0.712439395851914","Uncluster"
25.15,33.69,24.09,11.55,2.53,1.75,1.25,262,22.9,0,77.1,1644.813754,4311,"4311","46.9","94.71","12.2","1.83","0","78.59","0","0","2.09","135","94.64","5.36","27274","0.538","1.64682080469314","30714",36081086500,"239","1.64682080469314","Uncluster"
36.66,33.47,19.6,8.42,1.84,0,0,128,22.66,19.53,57.81,1657.314974,1771,"1771","37.4","94.07","2.2","0","0.56","91.3","0","0","0","22","97.5","2.5","21564","0.5287","1.81056145905172","30000",36081086900,"186","1.81056145905172","Cluster"
25.92,28.82,21.65,13.45,6.48,1.67,2.01,301,8.64,10.63,80.73,1158.550396,2632,"2643","39","77.75","3.14","19.75","0","53.05","0","0","1.82","37","97.22","2.78","28013","0.5219","2.30800389818493","41484",36081087100,"871","2.30800389818493","Cluster"
13.41,39.05,24.87,15.29,6.59,0.54,0.24,239,0,0,100,1391.405343,8304,"8345","44.7","81.59","78.74","1.21","0","1.15","0","0","0.49","258","93.59","6.41","38865","0.4056","-1.08908367171958","90977",36081088400,"192","-1.08908367171958","Uncluster"
26.91,26.18,21.66,15.39,7.45,1.42,0.99,905,30.06,5.41,64.53,1049.260523,9485,"9626","43.1","79.42","10.65","2.46","0","65.8","0","0","0.51","93","98.06","1.94","25620","0.455","0.375392301332148","48526",36081088901,"204","0.375392301332148","Uncluster"
12.56,28.73,26.06,18.92,11.4,2,0.32,246,5.69,17.07,77.24,1382.165605,7721,"7916","54.2","91.38","86.13","1.24","0","3.02","0","0","1","38","99.04","0.96","51304","0.4881","1.19665830223251","113269",36081089200,"186","1.19665830223251","Uncluster"
24.67,41.63,24.34,7.6,1.76,0,0,13,0,0,100,1255.940594,1421,"1434","36.9","72.59","28.52","0","0","40.59","0","0","3.49","10","98.25","1.75","23625","0.4091","0.00484296955091305","51696",36081090700,"78","0.00484296955091305","Uncluster"
1.93,17.47,30.19,27.7,18.92,2.86,0.93,1231,0,1.38,98.62,785.2459016,3674,"3674","50.8","93.22","91.07","0.63","0","0.65","0","0.87","0","95","94.19","5.81","58167","0.4475","-2.33627483360103","105750",36081091601,"37","-2.33627483360103","Uncluster"
33.24,30.04,22.53,9.68,4.37,0.15,0,108,8.33,29.63,62.04,1482.012195,4710,"5309","45.7","61.97","17.14","4.73","0","36.11","0.9","0","3.09","144","94.17","5.83","21510","0.4186","-1.26084258994628","49650",36081091900,"97","-1.26084258994628","Uncluster"
2.64,18.72,12.57,29.26,27.36,7.3,2.16,79,0,0,100,2174.074074,2020,"2020","49.8","94.11","91.98","0","0","2.13","0","0","0","21","97.81","2.19","81100","0.5129","-1.87902494914509","131146",36081092200,"27","-1.87902494914509","Uncluster"
